Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Saint Lucia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Saint Vincent and the Grenadines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200
Sao Tome and Principe,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,1600 ,1200 , 2200,1900 ,1500 , 2600,2400 ,1900 , 3100,2800 ,2300 , 3600,3300 ,2700 , 4200,3700 ,3100 , 4700,4200 ,3500 , 5200,4700 ,3900 , 5800,5000 ,4300 , 6000,5200 ,4400 , 6200,5300 ,4500 , 6300,5200 ,4500 , 6200,5000 ,4200 , 6000,4700 ,4000 , 5800,4400 ,3700 , 5300,4000 ,3300 , 4800,3600 ,3000 , 4400,3200 ,2700 , 3800,2600 ,2200 , 3200,2300 ,1900 , 2900,2100 ,1700 , 2800,1900 ,1500 , 2600,1700 ,1300 , 2400,1600 ,1200 , 2200,1500 ,1100 , 2100,1400 ,<1000 , 2000,1400 ,<1000 , 1900,1300 ,<1000 , 1900,1300 ,<1000 , 1900
Serbia,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<100 , <500,<500 ,<100 , <500
Sierra Leone,3500 ,2000 , 5800,4100 ,2400 , 6500,4500 ,3000 , 6700,4700 ,3200 , 6700,5100 ,3500 , 6800,5000 ,3700 , 6500,5100 ,3900 , 6500,5100 ,3900 , 6400,5000 ,3900 , 6300,5000 ,4000 , 6100,4900 ,4000 , 6000,5000 ,4200 , 6100,5100 ,4400 , 6100,5100 ,4300 , 6200,5200 ,4400 , 6200,5300 ,4600 , 6300,5300 ,4400 , 6400,5400 ,4500 , 6600,5200 ,4300 , 6400,5300 ,4300 , 6600,5200 ,4100 , 6500,5100 ,3900 , 6400,4900 ,3700 , 6200,5000 ,3600 , 6500,4900 ,3500 , 6500,4700 ,3400 , 6400,4600 ,3200 , 6200,4400 ,3000 , 6200,4100 ,2700 , 5700
Singapore,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200
Slovakia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500
Slovenia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Somalia,<1000 ,<500 , 1100,<1000 ,<1000 , 1400,1200 ,<1000 , 1700,1400 ,<1000 , 1900,1700 ,1200 , 2200,1900 ,1500 , 2500,2200 ,1700 , 2700,2400 ,1900 , 2900,2600 ,2100 , 3200,2600 ,2200 , 3200,2700 ,2200 , 3200,2600 ,2200 , 3100,2400 ,2000 , 2900,2200 ,1900 , 2600,2000 ,1700 , 2400,1700 ,1500 , 2100,1500 ,1300 , 1800,1200 ,1000 , 1500,<1000 ,<1000 , 1300,<1000 ,<1000 , 1100,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
South Africa,38 000 ,29 000 , 48 000,66 000 ,48 000 , 85 000,110 000 ,80 000 , 150 000,180 000 ,130 000 , 230 000,270 000 ,200 000 , 340 000,370 000 ,280 000 , 440 000,450 000 ,360 000 , 520 000,520 000 ,430 000 , 570 000,550 000 ,480 000 , 590 000,560 000 ,510 000 , 590 000,550 000 ,510 000 , 580 000,530 000 ,510 000 , 570 000,520 000 ,490 000 , 550 000,510 000 ,480 000 , 540 000,500 000 ,480 000 , 530 000,490 000 ,470 000 , 520 000,480 000 ,450 000 , 500 000,450 000 ,430 000 , 480 000,430 000 ,410 000 , 460 000,410 000 ,390 000 , 450 000,390 000 ,370 000 , 430 000,370 000 ,350 000 , 400 000,340 000 ,320 000 , 380 000,320 000 ,300 000 , 360 000,310 000 ,290 000 , 340 000,300 000 ,270 000 , 330 000,280 000 ,260 000 , 310 000,260 000 ,240 000 , 290 000,240 000 ,210 000 , 270 000
South Sudan,6100 ,2000 , 10 000,7300 ,2700 , 12 000,8500 ,3500 , 13 000,9100 ,4100 , 13 000,9900 ,4800 , 14 000,11 000 ,5700 , 15 000,11 000 ,6500 , 15 000,12 000 ,7400 , 16 000,12 000 ,8400 , 16 000,12 000 ,8700 , 16 000,12 000 ,9000 , 16 000,12 000 ,9300 , 16 000,12 000 ,9200 , 15 000,12 000 ,9400 , 15 000,12 000 ,9400 , 15 000,12 000 ,9600 , 15 000,13 000 ,9800 , 16 000,13 000 ,9900 , 16 000,13 000 ,10 000 , 16 000,14 000 ,11 000 , 17 000,14 000 ,11 000 , 18 000,15 000 ,11 000 , 19 000,16 000 ,11 000 , 19 000,16 000 ,12 000 , 20 000,17 000 ,12 000 , 21 000,17 000 ,12 000 , 22 000,18 000 ,12 000 , 24 000,18 000 ,12 000 , 25 000,19 000 ,13 000 , 27 000
Spain,8300 ,7000 , 9600,7100 ,6100 , 8200,6400 ,5500 , 7400,6000 ,5100 , 6900,5800 ,4900 , 6600,5600 ,4800 , 6400,5500 ,4700 , 6200,5300 ,4500 , 6000,5200 ,4400 , 5800,5100 ,4300 , 5700,5000 ,4300 , 5700,5000 ,4300 , 5700,5000 ,4200 , 5700,5000 ,4300 , 5700,5000 ,4300 , 5700,5000 ,4300 , 5700,5000 ,4200 , 5800,5000 ,4200 , 5800,5000 ,4200 , 5700,4900 ,4100 , 5700,4700 ,4000 , 5600,4500 ,3800 , 5400,4400 ,3600 , 5300,4200 ,3400 , 5100,4000 ,3300 , 4900,3900 ,3100 , 4800,3700 ,2900 , 4600,3300 ,2600 , 4100,3100 ,2400 , 3800
Sri Lanka,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200
Sudan,<1000 ,<200 , 3000,<1000 ,<500 , 3200,<1000 ,<500 , 3200,<1000 ,<500 , 4000,1200 ,<500 , 4000,1500 ,<1000 , 4200,1800 ,<1000 , 4200,2100 ,<1000 , 4400,2300 ,1200 , 4100,2500 ,1500 , 4100,2900 ,1800 , 4500,3300 ,2300 , 5000,3800 ,2700 , 5300,4100 ,3100 , 5300,4500 ,3500 , 5700,4800 ,4000 , 6200,5100 ,3900 , 6400,5100 ,3600 , 6500,4700 ,3100 , 6500,4900 ,2900 , 7100,5300 ,2900 , 8400,5300 ,2600 , 8900,5300 ,2300 , 9200,5200 ,2100 , 9500,5200 ,1900 , 10 000,5100 ,1600 , 10 000,5100 ,1500 , 11 000,5100 ,1300 , 12 000,5200 ,1100 , 12 000
Suriname,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Tajikistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,1000 ,<1000 , 1300,1100 ,<1000 , 1400,1200 ,<1000 , 1400,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1400,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1100 ,<1000 , 1400,1100 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200
Thailand,140 000 ,120 000 , 150 000,160 000 ,140 000 , 180 000,150 000 ,130 000 , 170 000,120 000 ,110 000 , 140 000,98 000 ,87 000 , 110 000,79 000 ,70 000 , 88 000,65 000 ,57 000 , 72 000,55 000 ,48 000 , 61 000,48 000 ,43 000 , 54 000,44 000 ,39 000 , 49 000,39 000 ,35 000 , 44 000,36 000 ,32 000 , 40 000,33 000 ,29 000 , 36 000,30 000 ,27 000 , 33 000,27 000 ,24 000 , 30 000,24 000 ,22 000 , 27 000,22 000 ,20 000 , 24 000,20 000 ,18 000 , 22 000,18 000 ,16 000 , 20 000,17 000 ,15 000 , 18 000,16 000 ,14 000 , 17 000,14 000 ,13 000 , 16 000,13 000 ,12 000 , 14 000,12 000 ,11 000 , 13 000,11 000 ,9800 , 12 000,9700 ,8700 , 11 000,8300 ,7400 , 9100,7200 ,6500 , 7900,6400 ,5700 , 7000
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Togo,6100 ,5600 , 6500,7600 ,7100 , 8100,9100 ,8400 , 9600,11 000 ,9800 , 11 000,12 000 ,11 000 , 13 000,13 000 ,12 000 , 14 000,13 000 ,12 000 , 14 000,13 000 ,12 000 , 14 000,12 000 ,11 000 , 13 000,12 000 ,11 000 , 12 000,11 000 ,9700 , 11 000,10 000 ,9500 , 11 000,9800 ,9000 , 10 000,9400 ,8700 , 10 000,9000 ,8300 , 9600,8700 ,8000 , 9300,8200 ,7600 , 8800,8100 ,7500 , 8600,8000 ,7300 , 8500,7400 ,6800 , 7900,7200 ,6700 , 7700,6700 ,6200 , 7100,6500 ,6000 , 7000,6300 ,5800 , 6700,6100 ,5600 , 6500,5700 ,5200 , 6000,5500 ,5100 , 5900,5300 ,4800 , 5600,5000 ,4600 , 5300
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tunisia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,100 000 ,90 000 , 130 000,100 000 ,89 000 , 120 000,98 000 ,87 000 , 120 000,96 000 ,83 000 , 110 000,95 000 ,83 000 , 110 000,96 000 ,83 000 , 110 000,96 000 ,84 000 , 110 000,97 000 ,86 000 , 110 000,97 000 ,86 000 , 110 000,96 000 ,86 000 , 110 000,97 000 ,87 000 , 110 000,97 000 ,87 000 , 110 000,97 000 ,88 000 , 110 000,97 000 ,87 000 , 110 000,97 000 ,88 000 , 110 000,96 000 ,87 000 , 110 000,98 000 ,88 000 , 110 000,98 000 ,88 000 , 110 000,98 000 ,86 000 , 110 000,95 000 ,85 000 , 110 000,92 000 ,82 000 , 110 000,89 000 ,80 000 , 110 000,79 000 ,70 000 , 96 000,76 000 ,67 000 , 91 000,69 000 ,61 000 , 85 000,65 000 ,56 000 , 80 000,63 000 ,54 000 , 77 000,58 000 ,49 000 , 73 000,53 000 ,44 000 , 67 000
Ukraine,<1000 ,<1000 , 1300,2100 ,1500 , 3500,4900 ,3300 , 7600,9900 ,7100 , 13 000,17 000 ,13 000 , 21 000,23 000 ,19 000 , 27 000,27 000 ,23 000 , 31 000,26 000 ,23 000 , 30 000,27 000 ,24 000 , 31 000,28 000 ,25 000 , 32 000,29 000 ,25 000 , 33 000,28 000 ,24 000 , 31 000,27 000 ,23 000 , 30 000,25 000 ,21 000 , 29 000,23 000 ,20 000 , 27 000,21 000 ,18 000 , 24 000,19 000 ,16 000 , 22 000,18 000 ,15 000 , 20 000,16 000 ,13 000 , 19 000,15 000 ,13 000 , 18 000,14 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,13 000 ,11 000 , 16 000,13 000 ,11 000 , 15 000,13 000 ,11 000 , 15 000,13 000 ,11 000 , 15 000,13 000 ,11 000 , 15 000,12 000 ,10 000 , 15 000,12 000 ,10 000 , 15 000
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,110 000 ,100 000 , 130 000,120 000 ,110 000 , 140 000,130 000 ,120 000 , 150 000,140 000 ,120 000 , 150 000,140 000 ,120 000 , 150 000,130 000 ,120 000 , 140 000,130 000 ,120 000 , 140 000,120 000 ,120 000 , 130 000,120 000 ,110 000 , 130 000,120 000 ,110 000 , 120 000,110 000 ,100 000 , 120 000,110 000 ,100 000 , 110 000,100 000 ,98 000 , 110 000,100 000 ,95 000 , 110 000,100 000 ,95 000 , 110 000,97 000 ,91 000 , 100 000,97 000 ,91 000 , 100 000,93 000 ,86 000 , 99 000,89 000 ,83 000 , 96 000,88 000 ,81 000 , 97 000,83 000 ,77 000 , 90 000,82 000 ,76 000 , 89 000,85 000 ,78 000 , 92 000,82 000 ,74 000 , 90 000,82 000 ,73 000 , 90 000,81 000 ,72 000 , 90 000,80 000 ,70 000 , 89 000,76 000 ,65 000 , 85 000,72 000 ,61 000 , 83 000
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,41 000 ,38 000 , 44 000,40 000 ,37 000 , 43 000,40 000 ,37 000 , 43 000,39 000 ,36 000 , 42 000,39 000 ,36 000 , 42 000,39 000 ,36 000 , 42 000,39 000 ,35 000 , 41 000,... ,... , ...,... ,... , ...
Uruguay,<500 ,<200 , 1400,<500 ,<200 , 1500,<1000 ,<500 , 1600,<1000 ,<500 , 1400,<1000 ,<500 , 1600,<1000 ,<500 , 2000,<1000 ,<500 , 1900,<1000 ,<500 , 1700,<1000 ,<1000 , 1300,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<1000 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1300,<1000 ,<500 , 1400,<1000 ,<500 , 1500,<1000 ,<500 , 1600
Uzbekistan,1100 ,1100 , 1100,1200 ,1100 , 1200,1300 ,1200 , 1300,1300 ,1300 , 1400,1400 ,1400 , 1500,1500 ,1500 , 1600,1600 ,1600 , 1700,1700 ,1700 , 1800,1900 ,1800 , 1900,2000 ,1900 , 2000,2100 ,2000 , 2100,2200 ,2200 , 2300,2400 ,2300 , 2400,2500 ,2400 , 2500,3400 ,3300 , 3400,3500 ,3400 , 3600,3700 ,3600 , 3700,3700 ,3700 , 3800,3800 ,3700 , 3900,3900 ,3900 , 4000,4100 ,4000 , 4200,4200 ,4100 , 4300,4500 ,4400 , 4700,4700 ,4600 , 4800,4900 ,4700 , 5000,5000 ,4900 , 5100,5100 ,5000 , 5300,5300 ,5100 , 5400,5400 ,5200 , 5500
Venezuela (Bolivarian Republic of),... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Viet Nam,<1000 ,<1000 , <1000,2100 ,1800 , 2200,4200 ,3700 , 4400,7700 ,6700 , 8100,12 000 ,11 000 , 13 000,16 000 ,14 000 , 17 000,19 000 ,16 000 , 20 000,20 000 ,18 000 , 22 000,22 000 ,19 000 , 23 000,23 000 ,20 000 , 25 000,24 000 ,21 000 , 26 000,25 000 ,22 000 , 26 000,25 000 ,22 000 , 27 000,26 000 ,23 000 , 27 000,25 000 ,22 000 , 27 000,24 000 ,21 000 , 26 000,23 000 ,20 000 , 24 000,21 000 ,18 000 , 22 000,19 000 ,17 000 , 20 000,17 000 ,15 000 , 19 000,16 000 ,14 000 , 17 000,15 000 ,13 000 , 16 000,13 000 ,12 000 , 14 000,12 000 ,10 000 , 13 000,11 000 ,9500 , 12 000,9600 ,8500 , 10 000,8000 ,7100 , 8700,6600 ,5900 , 7200,5700 ,5200 , 6300
